-000,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-001,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-003
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-001
-004,-001
-004,-001
-004,-001
-004,-001
-004,-001
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-001
-004,-001
-004,-001
-004,-001
-004,-001
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-002
-004,-003
-004,-003
-004,-003
-004,-003
-004,-003
-004,-003
-004,-003
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-004,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-002,-004
-002,-004
-002,-004
-002,-004
-002,-001
-002,-001
-002,-001
-002,-001
-002,-001
-002,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-001
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-001,-002
-004,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-000
-006,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-005,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-004,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-000
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-001
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-002
-003,-003
-003,-003
-003,-003
-003,-003
-003,-003
-003,-003
-003,-003
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-004
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-005
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-006
-003,-007
-003,-007
-003,-007
-003,-007
-003,-007
-003,-007
-003,-007
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-008
-003,-009
-003,-009
-003,-009
-003,-009
-003,-009
-003,-009
-003,-009
-003,-009
-003,-010
-003,-010
-003,-010
-003,-010
-003,-010
-003,-010
-003,-010
-003,-011
-003,-011
-003,-011
-003,-011
-003,-011
-003,-011
-003,-012
-003,-012
-003,-012
-003,-012
-003,-012
-003,-012
-003,-012
-003,-012
-003,-012
-003,-012
-003,-012
-003,-013
-003,-013
-003,-013
-003,-013
-003,-013
-003,-013
-003,-013
-003,-014
-003,-014
-003,-014
-003,-014
-003,-014
-003,-014
-003,-014
-003,-014
-002,-014
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-002,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-015
-001,-016
